INSTNM,MAIN,CIPDESC,STABBR,DEBTMEDIAN,MD_EARN_WNE,ADM_RATE,SAT_AVG,Tuition_Average,Tuition_more_110K,Debt_payback_YR,Tuit_Avg_4Y_Pyback,Tuit_Inc_4Y_Pyback,Salary_10Y_4Y_Tui
Texas Tech University,1,"Public Relations, Advertising, and Applied Communication.",TX,22901,35800,0.6918,1176,17134,21512,0.639692737,1.914413408,2.403575419,289464
Texas Tech University,1,Sociology.,TX,24990,29400,0.6918,1176,17134,21512,0.85,2.331156463,2.926802721,225464
Texas Tech University,1,"Radio, Television, and Digital Communication.",TX,23250,27700,0.6918,1176,17134,21512,0.839350181,2.474223827,3.106425993,208464
Texas Tech University,1,"Romance Languages, Literatures, and Linguistics.",TX,25000,28900,0.6918,1176,17134,21512,0.865051903,2.371487889,2.977439446,220464
Texas Tech University,1,"Family and Consumer Sciences/Human Sciences, General.",TX,24610,32300,0.6918,1176,17134,21512,0.761919505,2.121857585,2.664024768,254464
Texas Tech University,1,"English Language and Literature, General.",TX,22598,33100,0.6918,1176,17134,21512,0.682719033,2.070574018,2.599637462,262464
Texas Tech University,1,Economics.,TX,25125,40800,0.6918,1176,17134,21512,0.615808824,1.679803922,2.109019608,339464
Texas Tech University,1,Health and Physical Education/Fitness.,TX,22500,32300,0.6918,1176,17134,21512,0.696594427,2.121857585,2.664024768,254464
Texas Tech University,1,Chemistry.,TX,26000,29500,0.6918,1176,17134,21512,0.881355932,2.323254237,2.916881356,226464
Texas Tech University,1,History.,TX,23175,36800,0.6918,1176,17134,21512,0.629755435,1.862391304,2.33826087,299464
Texas Tech University,1,Animal Sciences.,TX,17348,29700,0.6918,1176,17134,21512,0.584107744,2.307609428,2.897239057,228464
Texas Tech University,1,Petroleum Engineering.,TX,31000,74200,0.6918,1176,17134,21512,0.417789757,0.923665768,1.15967655,673464
Texas Tech University,1,"Business Administration, Management and Operations.",TX,20500,45900,0.6918,1176,17134,21512,0.446623094,1.493159041,1.874684096,390464
Texas Tech University,1,Social Work.,TX,26250,35700,0.6918,1176,17134,21512,0.735294118,1.91977591,2.410308123,288464
Texas Tech University,1,Chemical Engineering.,TX,28000,71700,0.6918,1176,17134,21512,0.390516039,0.955871688,1.200111576,648464
Texas Tech University,1,"Computer and Information Sciences, General.",TX,28976,71300,0.6918,1176,17134,21512,0.406395512,0.961234222,1.20684432,644464
Texas Tech University,1,Mechanical Engineering.,TX,23500,68000,0.6918,1176,17134,21512,0.345588235,1.007882353,1.265411765,611464
Texas Tech University,1,Civil Engineering.,TX,25875,62900,0.6918,1176,17134,21512,0.41136725,1.089602544,1.368012719,560464
Texas Tech University,1,"Psychology, General.",TX,22250,30500,0.6918,1176,17134,21512,0.729508197,2.247081967,2.821245902,236464
Texas Tech University,1,Fine and Studio Arts.,TX,24995,28500,0.6918,1176,17134,21512,0.877017544,2.40477193,3.01922807,216464
Texas Tech University,1,Industrial Engineering.,TX,26213,63100,0.6918,1176,17134,21512,0.415419968,1.08614897,1.363676704,562464
Texas Tech University,1,Finance and Financial Management Services.,TX,22750,50800,0.6918,1176,17134,21512,0.447834646,1.349133858,1.693858268,439464
Texas Tech University,1,"Electrical, Electronics and Communications Engineering.",TX,27263,69900,0.6918,1176,17134,21512,0.390028612,0.980486409,1.231015737,630464
Texas Wesleyan University,1,"Multi/Interdisciplinary Studies, Other.",TX,20000,37600,0.3427,1049,28325,34731,0.531914894,3.013297872,3.694787234,262700
Texas Wesleyan University,1,Criminal Justice and Corrections.,TX,25480,27600,0.3427,1049,28325,34731,0.923188406,4.105072464,5.033478261,162700
Texas Wesleyan University,1,"Psychology, General.",TX,24000,22900,0.3427,1049,28325,34731,1.048034934,4.947598253,6.066550218,115700
Texas Woman's University,1,Criminal Justice and Corrections.,TX,21868,33700,0.8571,1002,9493,14883,0.648902077,1.126765579,1.76652819,299028
Texas Woman's University,1,Nutrition Sciences.,TX,18531,26000,0.8571,1002,9493,14883,0.712730769,1.460461538,2.289692308,222028
Texas Woman's University,1,"Multi/Interdisciplinary Studies, Other.",TX,21563,45200,0.8571,1002,9493,14883,0.477057522,0.840088496,1.317079646,414028
Texas Woman's University,1,Marketing.,TX,23740,33400,0.8571,1002,9493,14883,0.710778443,1.136886228,1.78239521,296028
Texas Woman's University,1,Human Resources Management and Services.,TX,24974,39600,0.8571,1002,9493,14883,0.630656566,0.958888889,1.503333333,358028
Texas Woman's University,1,"Foods, Nutrition, and Related Services.",TX,23305,35200,0.8571,1002,9493,14883,0.662073864,1.07875,1.69125,314028
Texas Woman's University,1,Dental Support Services and Allied Professions.,TX,19319,58600,0.8571,1002,9493,14883,0.329675768,0.647986348,1.015904437,548028
Texas Woman's University,1,"Human Development, Family Studies, and Related Services.",TX,20290,29400,0.8571,1002,9493,14883,0.690136054,1.291564626,2.024897959,256028
Texas Woman's University,1,Accounting and Related Services.,TX,25370,44000,0.8571,1002,9493,14883,0.576590909,0.863,1.353,402028
Texas Woman's University,1,Fine and Studio Arts.,TX,25000,28400,0.8571,1002,9493,14883,0.88028169,1.337042254,2.096197183,246028
Texas Woman's University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",TX,20160,64300,0.8571,1002,9493,14883,0.313530327,0.590544323,0.925847589,605028
Texas Woman's University,1,"Computer and Information Sciences, General.",TX,20500,47800,0.8571,1002,9493,14883,0.428870293,0.794393305,1.245439331,440028
Texas Woman's University,1,"Psychology, General.",TX,20000,20500,0.8571,1002,9493,14883,0.975609756,1.852292683,2.904,167028
Texas Woman's University,1,"Business Administration, Management and Operations.",TX,22188,40300,0.8571,1002,9493,14883,0.55057072,0.942233251,1.477220844,365028
Texas Woman's University,1,"English Language and Literature, General.",TX,21059,38500,0.8571,1002,9493,14883,0.546987013,0.986285714,1.546285714,347028
Texas Woman's University,1,"Health Services/Allied Health/Health Sciences, General.",TX,24972,34300,0.8571,1002,9493,14883,0.728046647,1.107055394,1.735626822,305028
Texas Woman's University,1,Social Work.,TX,21094,33700,0.8571,1002,9493,14883,0.625934718,1.126765579,1.76652819,299028
Texas Woman's University,1,"Biology, General.",TX,18681,30900,0.8571,1002,9493,14883,0.604563107,1.228867314,1.926601942,271028
Texas Woman's University,1,Sociology.,TX,21188,30800,0.8571,1002,9493,14883,0.687922078,1.232857143,1.932857143,270028
Texas Woman's University,1,Legal Support Services.,TX,22091,38500,0.8571,1002,9493,14883,0.573792208,0.986285714,1.546285714,347028
Texas Woman's University,1,Health and Physical Education/Fitness.,TX,20799,32300,0.8571,1002,9493,14883,0.643931889,1.175603715,1.843095975,285028
Texas Woman's University,1,"Liberal Arts and Sciences, General Studies and Humanities.",TX,22963,39600,0.8571,1002,9493,14883,0.579873737,0.958888889,1.503333333,358028
Texas Woman's University,1,Mathematics.,TX,18463,43100,0.8571,1002,9493,14883,0.42837587,0.881020882,1.3812529,393028
Trinity University,1,Finance and Financial Management Services.,TX,22109,60200,0.3844,1353,23144,33495,0.367259136,1.537807309,2.225581395,509424
Trinity University,1,Marketing.,TX,24902,39100,0.3844,1353,23144,33495,0.636879795,2.367672634,3.426598465,298424
Wayland Baptist University,1,"Business Administration, Management and Operations.",TX,24000,44600,0.9876,1009,19137,24385,0.538116592,1.71632287,2.186995516,369452
Wayland Baptist University,1,"Liberal Arts and Sciences, General Studies and Humanities.",TX,15750,35300,0.9876,1009,19137,24385,0.446175637,2.168498584,2.763172805,276452
West Texas A & M University,1,Mechanical Engineering.,TX,21006,57900,0.6136,1069,14916,18966,0.362797927,1.030466321,1.310259067,519336
West Texas A & M University,1,Music.,TX,25374,39600,0.6136,1069,14916,18966,0.640757576,1.506666667,1.915757576,336336
West Texas A & M University,1,Agricultural Business and Management.,TX,15000,42500,0.6136,1069,14916,18966,0.352941176,1.403858824,1.785035294,365336
West Texas A & M University,1,"Radio, Television, and Digital Communication.",TX,25000,23900,0.6136,1069,14916,18966,1.046025105,2.496401674,3.174225941,179336
West Texas A & M University,1,"English Language and Literature, General.",TX,25750,30200,0.6136,1069,14916,18966,0.852649007,1.975629139,2.51205298,242336
West Texas A & M University,1,"Public Relations, Advertising, and Applied Communication.",TX,18250,32800,0.6136,1069,14916,18966,0.556402439,1.81902439,2.312926829,268336
West Texas A & M University,1,"Multi/Interdisciplinary Studies, Other.",TX,22000,38200,0.6136,1069,14916,18966,0.57591623,1.561884817,1.985968586,322336
West Texas A & M University,1,Animal Sciences.,TX,21250,31500,0.6136,1069,14916,18966,0.674603175,1.894095238,2.408380952,255336
West Texas A & M University,1,"Biology, General.",TX,18750,29700,0.6136,1069,14916,18966,0.631313131,2.008888889,2.554343434,237336
West Texas A & M University,1,Health and Physical Education/Fitness.,TX,20000,31700,0.6136,1069,14916,18966,0.630914826,1.88214511,2.39318612,257336
West Texas A & M University,1,Accounting and Related Services.,TX,23000,44300,0.6136,1069,14916,18966,0.519187359,1.346817156,1.712505643,383336
West Texas A & M University,1,"Business Administration, Management and Operations.",TX,18750,34900,0.6136,1069,14916,18966,0.537249284,1.709570201,2.173753582,289336
West Texas A & M University,1,Criminal Justice and Corrections.,TX,23250,29000,0.6136,1069,14916,18966,0.801724138,2.05737931,2.616,230336
West Texas A & M University,1,Management Information Systems and Services.,TX,28932,43700,0.6136,1069,14916,18966,0.662059497,1.365308924,1.736018307,377336
West Texas A & M University,1,"Psychology, General.",TX,18750,28200,0.6136,1069,14916,18966,0.664893617,2.115744681,2.690212766,222336
West Texas A & M University,1,"Business/Commerce, General.",TX,22457,35100,0.6136,1069,14916,18966,0.63980057,1.69982906,2.161367521,291336
West Texas A & M University,1,"Health Services/Allied Health/Health Sciences, General.",TX,20000,26300,0.6136,1069,14916,18966,0.760456274,2.268593156,2.884562738,203336
West Texas A & M University,1,"Liberal Arts and Sciences, General Studies and Humanities.",TX,22086,34500,0.6136,1069,14916,18966,0.640173913,1.729391304,2.198956522,285336
West Texas A & M University,1,Social Work.,TX,21287,28600,0.6136,1069,14916,18966,0.744300699,2.086153846,2.652587413,226336
West Texas A & M University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",TX,20202,60800,0.6136,1069,14916,18966,0.332269737,0.981315789,1.247763158,548336
West Texas A & M University,1,Marketing.,TX,21875,34200,0.6136,1069,14916,18966,0.639619883,1.744561404,2.218245614,282336
Wiley College,1,"Business Administration, Management and Operations.",TX,25000,25800,NA,NA,14096,NA,0.968992248,2.185426357,NA,201616
Wiley College,1,"Multi-/Interdisciplinary Studies, General.",TX,33000,21500,NA,NA,14096,NA,1.534883721,2.622511628,NA,158616
Wiley College,1,Criminal Justice and Corrections.,TX,29837,25700,NA,NA,14096,NA,1.160972763,2.193929961,NA,200616
AmeriTech College-Provo,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",UT,16998,76300,0.5,NA,22391,NA,0.222778506,1.173840105,NA,673436
Brigham Young University-Provo,1,"Romance Languages, Literatures, and Linguistics.",UT,13129,39500,0.524,1364,12974,17031,0.332379747,1.313822785,1.724658228,343104
Brigham Young University-Provo,1,Computer Science.,UT,10000,77700,0.524,1364,12974,17031,0.128700129,0.667902188,0.876756757,725104
Brigham Young University-Provo,1,Statistics.,UT,12435,61600,0.524,1364,12974,17031,0.201866883,0.842467532,1.105909091,564104
Brigham Young University-Provo,1,"Biochemistry, Biophysics and Molecular Biology.",UT,10000,28900,0.524,1364,12974,17031,0.346020761,1.795709343,2.357231834,237104
Brigham Young University-Provo,1,"Human Development, Family Studies, and Related Services.",UT,11000,21000,0.524,1364,12974,17031,0.523809524,2.471238095,3.244,158104
Brigham Young University-Provo,1,Neurobiology and Neurosciences.,UT,9152,35300,0.524,1364,12974,17031,0.259263456,1.470141643,1.929858357,301104
Brigham Young University-Provo,1,History.,UT,15500,30600,0.524,1364,12974,17031,0.506535948,1.695947712,2.22627451,254104
Brigham Young University-Provo,1,Economics.,UT,12500,50300,0.524,1364,12974,17031,0.248508946,1.031729622,1.354353877,451104
Brigham Young University-Provo,1,"Linguistic, Comparative, and Related Language Studies and Services.",UT,10123,27600,0.524,1364,12974,17031,0.366775362,1.880289855,2.46826087,224104
Brigham Young University-Provo,1,"Public Relations, Advertising, and Applied Communication.",UT,10648,40300,0.524,1364,12974,17031,0.264218362,1.287741935,1.690421836,351104
Brigham Young University-Provo,1,Zoology/Animal Biology.,UT,9025,22000,0.524,1364,12974,17031,0.410227273,2.358909091,3.096545455,168104
Brigham Young University-Provo,1,Journalism.,UT,10770,30000,0.524,1364,12974,17031,0.359,1.729866667,2.2708,248104
Brigham Young University-Provo,1,"Ecology, Evolution, Systematics, and Population Biology.",UT,15250,20500,0.524,1364,12974,17031,0.743902439,2.531512195,3.323121951,153104
Brigham Young University-Provo,1,"Computer and Information Sciences, General.",UT,13495,70000,0.524,1364,12974,17031,0.192785714,0.741371429,0.9732,648104
Brigham Young University-Provo,1,Public Health.,UT,13000,25200,0.524,1364,12974,17031,0.515873016,2.059365079,2.703333333,200104
Brigham Young University-Provo,1,Drama/Theatre Arts and Stagecraft.,UT,15750,17600,0.524,1364,12974,17031,0.894886364,2.948636364,3.870681818,124104
Brigham Young University-Provo,1,Manufacturing Engineering.,UT,13451,64100,0.524,1364,12974,17031,0.209843994,0.809609984,1.062776911,589104
Brigham Young University-Provo,1,Mechanical Engineering.,UT,11000,66200,0.524,1364,12974,17031,0.166163142,0.783927492,1.029063444,610104
Brigham Young University-Provo,1,"Physiology, Pathology and Related Sciences.",UT,11200,28900,0.524,1364,12974,17031,0.387543253,1.795709343,2.357231834,237104
Brigham Young University-Provo,1,"English Language and Literature, General.",UT,14124,28500,0.524,1364,12974,17031,0.495578947,1.820912281,2.390315789,233104
Brigham Young University-Provo,1,Marketing.,UT,5687,59200,0.524,1364,12974,17031,0.096064189,0.876621622,1.150743243,540104
Brigham Young University-Provo,1,Management Information Systems and Services.,UT,10352,81600,0.524,1364,12974,17031,0.126862745,0.635980392,0.834852941,764104
Brigham Young University-Provo,1,Communication Disorders Sciences and Services.,UT,12000,20400,0.524,1364,12974,17031,0.588235294,2.543921569,3.339411765,152104
Brigham Young University-Provo,1,Design and Applied Arts.,UT,15198,29900,0.524,1364,12974,17031,0.508294314,1.735652174,2.278394649,247104
Brigham Young University-Provo,1,Area Studies.,UT,10015,33400,0.524,1364,12974,17031,0.299850299,1.553772455,2.039640719,282104
Brigham Young University-Provo,1,"Psychology, General.",UT,10950,26700,0.524,1364,12974,17031,0.41011236,1.943670412,2.551460674,215104
Brigham Young University-Provo,1,Film/Video and Photographic Arts.,UT,11645,27100,0.524,1364,12974,17031,0.429704797,1.91498155,2.513800738,219104
Brigham Young University-Provo,1,Sociology.,UT,11500,31000,0.524,1364,12974,17031,0.370967742,1.674064516,2.197548387,258104
Brigham Young University-Provo,1,Health and Physical Education/Fitness.,UT,12600,21800,0.524,1364,12974,17031,0.577981651,2.380550459,3.124954128,166104
Brigham Young University-Provo,1,Political Science and Government.,UT,11000,39000,0.524,1364,12974,17031,0.282051282,1.330666667,1.746769231,338104
Brigham Young University-Provo,1,Finance and Financial Management Services.,UT,11200,60700,0.524,1364,12974,17031,0.184514003,0.854958814,1.122306425,555104
Brigham Young University-Provo,1,Chemical Engineering.,UT,9698,72800,0.524,1364,12974,17031,0.133214286,0.712857143,0.935769231,676104
Brigham Young University-Provo,1,Civil Engineering.,UT,11000,55900,0.524,1364,12974,17031,0.196779964,0.928372093,1.218676208,507104
Brigham Young University-Provo,1,"Parks, Recreation and Leisure Studies.",UT,14625,29500,0.524,1364,12974,17031,0.495762712,1.759186441,2.309288136,243104
Brigham Young University-Provo,1,"Business Administration, Management and Operations.",UT,11914,56800,0.524,1364,12974,17031,0.209753521,0.913661972,1.199366197,516104
Brigham Young University-Provo,1,Geography and Cartography.,UT,10442,33900,0.524,1364,12974,17031,0.308023599,1.530855457,2.009557522,287104
Brigham Young University-Provo,1,Music.,UT,12500,21200,0.524,1364,12974,17031,0.589622642,2.447924528,3.213396226,160104
Brigham Young University-Provo,1,Fine and Studio Arts.,UT,8300,21600,0.524,1364,12974,17031,0.384259259,2.402592593,3.153888889,164104
Brigham Young University-Provo,1,"Teacher Education and Professional Development, Specific Levels and Methods.",UT,10974,34000,0.524,1364,12974,17031,0.322764706,1.526352941,2.003647059,288104
Brigham Young University-Provo,1,Accounting and Related Services.,UT,12000,60700,0.524,1364,12974,17031,0.197693575,0.854958814,1.122306425,555104
Brigham Young University-Provo,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",UT,14107,48800,0.524,1364,12974,17031,0.289077869,1.063442623,1.395983607,436104
Brigham Young University-Provo,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",UT,15105,24900,0.524,1364,12974,17031,0.606626506,2.084176707,2.735903614,197104
Brigham Young University-Provo,1,"Teacher Education and Professional Development, Specific Subject Areas.",UT,12551,37000,0.524,1364,12974,17031,0.339216216,1.402594595,1.841189189,318104
Brigham Young University-Hawaii,1,Leisure and Recreational Activities.,HI,9718,21200,0.3677,1182,11428,14861,0.458396226,2.156226415,2.803962264,166288
Brigham Young University-Hawaii,1,"Business Administration, Management and Operations.",HI,11358,38600,0.3677,1182,11428,14861,0.294248705,1.184248705,1.54,340288
Brigham Young University-Hawaii,1,Cultural Studies/Critical Theory and Analysis.,HI,8500,19600,0.3677,1182,11428,14861,0.433673469,2.332244898,3.032857143,150288
Brigham Young University-Hawaii,1,"Psychology, General.",HI,9810,26300,0.3677,1182,11428,14861,0.373003802,1.738098859,2.260228137,217288
Dixie State University,1,Criminal Justice and Corrections.,UT,16650,24900,NA,NA,12037,13317,0.668674699,1.933654618,2.139277108,200852
Dixie State University,1,Accounting and Related Services.,UT,11960,41000,NA,NA,12037,13317,0.291707317,1.174341463,1.299219512,361852
Dixie State University,1,"English Language and Literature, General.",UT,24500,26700,NA,NA,12037,13317,0.917602996,1.80329588,1.99505618,218852
Dixie State University,1,"Business Administration, Management and Operations.",UT,19125,39900,NA,NA,12037,13317,0.479323308,1.206716792,1.335037594,350852
Dixie State University,1,Fine and Studio Arts.,UT,17000,22200,NA,NA,12037,13317,0.765765766,2.168828829,2.399459459,173852
Dixie State University,1,"Psychology, General.",UT,25527,23100,NA,NA,12037,13317,1.105064935,2.084329004,2.305974026,182852
Dixie State University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",UT,15125,58600,NA,NA,12037,13317,0.258105802,0.821638225,0.909010239,537852
Dixie State University,1,"Computer and Information Sciences, General.",UT,30500,44400,NA,NA,12037,13317,0.686936937,1.084414414,1.19972973,395852
Dixie State University,1,"Multi/Interdisciplinary Studies, Other.",UT,14134,33400,NA,NA,12037,13317,0.423173653,1.441556886,1.594850299,285852
Dixie State University,1,Communication and Media Studies.,UT,17500,28800,NA,NA,12037,13317,0.607638889,1.671805556,1.849583333,239852
Dixie State University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",UT,14625,37900,NA,NA,12037,13317,0.385883905,1.270395778,1.405488127,330852
Southern Utah University,1,"Liberal Arts and Sciences, General Studies and Humanities.",UT,11000,25600,0.758,1156,14376,15717,0.4296875,2.24625,2.45578125,198496
Southern Utah University,1,"Biology, General.",UT,13500,27500,0.758,1156,14376,15717,0.490909091,2.091054545,2.286109091,217496
Southern Utah University,1,"Engineering Technology, General.",UT,12875,43300,0.758,1156,14376,15717,0.297344111,1.328036952,1.451916859,375496
Southern Utah University,1,Communication and Media Studies.,UT,12750,30300,0.758,1156,14376,15717,0.420792079,1.897821782,2.074851485,245496
Southern Utah University,1,Criminal Justice and Corrections.,UT,12412,32900,0.758,1156,14376,15717,0.377264438,1.747841945,1.910881459,271496
Southern Utah University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",UT,18000,36800,0.758,1156,14376,15717,0.489130435,1.562608696,1.708369565,310496
Southern Utah University,1,Drama/Theatre Arts and Stagecraft.,UT,19300,20100,0.758,1156,14376,15717,0.960199005,2.860895522,3.127761194,143496
Southern Utah University,1,"Teacher Education and Professional Development, Specific Subject Areas.",UT,10520,36400,0.758,1156,14376,15717,0.289010989,1.57978022,1.727142857,306496
Southern Utah University,1,History.,UT,13750,21900,0.758,1156,14376,15717,0.627853881,2.625753425,2.870684932,161496
Southern Utah University,1,"Psychology, General.",UT,13528,23600,0.758,1156,14376,15717,0.573220339,2.436610169,2.663898305,178496
Southern Utah University,1,"Family and Consumer Sciences/Human Sciences, General.",UT,14024,19800,0.758,1156,14376,15717,0.708282828,2.904242424,3.175151515,140496
Southern Utah University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",UT,8250,52900,0.758,1156,14376,15717,0.155954631,1.087032136,1.188431002,471496
Southern Utah University,1,Accounting and Related Services.,UT,10897,44700,0.758,1156,14376,15717,0.243780761,1.286442953,1.406442953,389496
Southern Utah University,1,Fine and Studio Arts.,UT,19685,20500,0.758,1156,14376,15717,0.960243902,2.805073171,3.066731707,147496
Stevens-Henager College,1,Computer Programming.,UT,49776,31300,NA,NA,28984,NA,1.59028754,3.704025559,NA,197064
Stevens-Henager College,1,Computer Software and Media Applications.,UT,46475,29000,NA,NA,28984,NA,1.602586207,3.997793103,NA,174064
Stevens-Henager College,1,"Business Administration, Management and Operations.",UT,48118,28200,NA,NA,28984,NA,1.706312057,4.111205674,NA,166064
Stevens-Henager College,1,Accounting and Related Services.,UT,46735,36000,NA,NA,28984,NA,1.298194444,3.220444444,NA,244064
Stevens-Henager College,1,Design and Applied Arts.,UT,48027,21800,NA,NA,28984,NA,2.203073394,5.318165138,NA,102064
Stevens-Henager College,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",UT,22332,63900,NA,NA,28984,NA,0.349483568,1.814334898,NA,523064
Stevens-Henager College,1,Health and Medical Administrative Services.,UT,48353,28200,NA,NA,28984,NA,1.71464539,4.111205674,NA,166064
Stevens-Henager College,1,Computer Science.,UT,44681,44600,NA,NA,28984,NA,1.001816143,2.599461883,NA,330064
Stevens-Henager College,0,Design and Applied Arts.,UT,48027,21800,NA,NA,27232,NA,2.203073394,4.996697248,NA,109072
Stevens-Henager College,0,Accounting and Related Services.,UT,46735,36000,NA,NA,27232,NA,1.298194444,3.025777778,NA,251072
Stevens-Henager College,0,Computer Software and Media Applications.,UT,46475,29000,NA,NA,27232,NA,1.602586207,3.756137931,NA,181072
Stevens-Henager College,0,Health and Medical Administrative Services.,UT,48353,28200,NA,NA,27232,NA,1.71464539,3.862695035,NA,173072
Stevens-Henager College,0,"Business Administration, Management and Operations.",UT,48118,28200,NA,NA,27232,NA,1.706312057,3.862695035,NA,173072
Stevens-Henager College,0,Computer Science.,UT,44681,44600,NA,NA,27232,NA,1.001816143,2.442331839,NA,337072
Utah State University,1,Special Education and Teaching.,UT,18969,37400,0.8908,1177,13279,16304,0.507192513,1.420213904,1.743743316,320884
Utah State University,1,"Biology, General.",UT,14323,34400,0.8908,1177,13279,16304,0.416366279,1.544069767,1.895813953,290884
Utah State University,1,Marketing.,UT,14538,46900,0.8908,1177,13279,16304,0.309978678,1.132537313,1.390533049,415884
Utah State University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",UT,16925,36100,0.8908,1177,13279,16304,0.468836565,1.471357341,1.806537396,307884
Utah State University,1,Finance and Financial Management Services.,UT,13000,47200,0.8908,1177,13279,16304,0.275423729,1.125338983,1.381694915,418884
Utah State University,1,"Teacher Education and Professional Development, Specific Subject Areas.",UT,14000,31600,0.8908,1177,13279,16304,0.443037975,1.680886076,2.063797468,262884
Utah State University,1,"Human Development, Family Studies, and Related Services.",UT,14000,18400,0.8908,1177,13279,16304,0.760869565,2.88673913,3.544347826,130884
Utah State University,1,"Romance Languages, Literatures, and Linguistics.",UT,16000,32100,0.8908,1177,13279,16304,0.498442368,1.65470405,2.03165109,267884
Utah State University,1,Mechanical Engineering.,UT,12500,59700,0.8908,1177,13279,16304,0.209380235,0.889715243,1.09239531,543884
Utah State University,1,Rhetoric and Composition/Writing Studies.,UT,11000,33000,0.8908,1177,13279,16304,0.333333333,1.609575758,1.976242424,276884
Utah State University,1,"Liberal Arts and Sciences, General Studies and Humanities.",UT,12562,23400,0.8908,1177,13279,16304,0.536837607,2.26991453,2.787008547,180884
Utah State University,1,Information Science/Studies.,UT,19750,58900,0.8908,1177,13279,16304,0.335314092,0.90179966,1.107232598,535884
Utah State University,1,Landscape Architecture.,UT,22495,44900,0.8908,1177,13279,16304,0.501002227,1.18298441,1.45247216,395884
Utah State University,1,Accounting and Related Services.,UT,12881,49000,0.8908,1177,13279,16304,0.262877551,1.084,1.330938776,436884
Utah State University,1,History.,UT,21477,31900,0.8908,1177,13279,16304,0.673260188,1.66507837,2.044388715,265884
Utah State University,1,Journalism.,UT,16828,31800,0.8908,1177,13279,16304,0.52918239,1.670314465,2.05081761,264884
Utah State University,1,"Electrical, Electronics and Communications Engineering.",UT,17301,64100,0.8908,1177,13279,16304,0.269906396,0.828642746,1.017410296,587884
Utah State University,1,Civil Engineering.,UT,18518,55500,0.8908,1177,13279,16304,0.333657658,0.957045045,1.175063063,501884
Utah State University,1,"Multi/Interdisciplinary Studies, Other.",UT,22000,24600,0.8908,1177,13279,16304,0.894308943,2.159186992,2.651056911,192884
Utah State University,1,Communication Disorders Sciences and Services.,UT,11786,27900,0.8908,1177,13279,16304,0.422437276,1.903799283,2.337491039,225884
Utah State University,1,"Computer and Information Sciences, General.",UT,15750,65200,0.8908,1177,13279,16304,0.241564417,0.814662577,1.000245399,598884
Utah State University,1,Anthropology.,UT,17095,27400,0.8908,1177,13279,16304,0.623905109,1.938540146,2.380145985,220884
Utah State University,1,Area Studies.,UT,17500,21200,0.8908,1177,13279,16304,0.825471698,2.505471698,3.076226415,158884
Utah State University,1,Drama/Theatre Arts and Stagecraft.,UT,10705,23200,0.8908,1177,13279,16304,0.461422414,2.289482759,2.811034483,178884
Utah State University,1,"Business Administration, Management and Operations.",UT,14208,48000,0.8908,1177,13279,16304,0.296,1.106583333,1.358666667,426884
Utah State University,1,"Foods, Nutrition, and Related Services.",UT,11125,30200,0.8908,1177,13279,16304,0.368377483,1.758807947,2.159470199,248884
Utah State University,1,Zoology/Animal Biology.,UT,13500,28300,0.8908,1177,13279,16304,0.477031802,1.876890459,2.304452297,229884
Utah State University,1,Plant Sciences.,UT,20000,35900,0.8908,1177,13279,16304,0.557103064,1.479554318,1.816601671,305884
Utah State University,1,Political Science and Government.,UT,12092,31900,0.8908,1177,13279,16304,0.379059561,1.66507837,2.044388715,265884
Utah State University,1,Social Work.,UT,19699,28200,0.8908,1177,13279,16304,0.698546099,1.883546099,2.312624113,228884
Utah State University,1,"English Language and Literature, General.",UT,16500,28700,0.8908,1177,13279,16304,0.574912892,1.850731707,2.272334495,233884
Utah State University,1,Animal Sciences.,UT,15500,22900,0.8908,1177,13279,16304,0.676855895,2.319475983,2.847860262,175884
Utah State University,1,Economics.,UT,13124,48900,0.8908,1177,13279,16304,0.268384458,1.086216769,1.333660532,435884
Utah State University,1,Fine and Studio Arts.,UT,12250,27300,0.8908,1177,13279,16304,0.448717949,1.945641026,2.388864469,219884
Utah State University,1,Sociology.,UT,16000,25300,0.8908,1177,13279,16304,0.632411067,2.09944664,2.57770751,199884
Utah State University,1,"Psychology, General.",UT,17500,28900,0.8908,1177,13279,16304,0.605536332,1.837923875,2.256608997,235884
Utah Valley University,1,Communication and Media Studies.,UT,12870,35600,NA,NA,7995,11995,0.361516854,0.898314607,1.347752809,324020
Utah Valley University,1,Air Transportation.,UT,26250,48500,NA,NA,7995,11995,0.541237113,0.659381443,0.989278351,453020
Utah Valley University,1,"Biology, General.",UT,15653,33400,NA,NA,7995,11995,0.468652695,0.95748503,1.436526946,302020
Utah Valley University,1,"Psychology, General.",UT,18750,28800,NA,NA,7995,11995,0.651041667,1.110416667,1.665972222,256020
